0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059,0.00000004
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000806,0.00000059
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149158,0.00010967,0.00000802
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589971,0.02028612,0.00149154,0.00010908
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354435,3.75235130,0.27589967,0.02028553,0.00148352
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391483,694.07750986,51.03354430,3.75235071,0.27589165,0.02017645
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391483,128384.45838012,9439.74391478,694.07750927,51.03353628,3.75224163,0.27440813
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354435,694.07750986,9439.74391478,128384.45837953,9439.74390676,694.07740019,51.03205277,3.73206518
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589971,3.75235130,51.03354430,694.07750927,9439.74390676,128384.45827045,9439.74242325,694.05722374,50.75764463
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149158,0.02028612,0.27589967,3.75235071,51.03353628,694.07740019,9439.74242325,128384.43809400,9439.46801511,690.32515856
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000806,0.00010967,0.00149154,0.02028553,0.27589165,3.75224163,51.03205277,694.05722374,9439.46801511,128380.70602882,9388.71037048
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000059,0.00000802,0.00010908,0.00148352,0.02017645,0.27440813,3.73206518,50.75764463,690.32515856,9388.71037048,127690.38087026
